# Program:featureCounts v1.4.6-p3; Command:"/usr/local/bin/subread-1.4.6-p3-Linux-x86_64/bin/featureCounts" "-p" "-t" "gene" "-g" "ID" "-T" "16" "-s" "1" "-a" "results/counts/gencode.gff" "-o" "results/counts/SRR10379724.txt" "results/mapping/SRR10379724_aligned.bam" 
Geneid	Chr	Start	End	Strand	Length	results/mapping/SRR10379724_aligned.bam
gene-SAOUHSC_00842	CP000253.1	813120	814145	+	1026	30901
gene-SAOUHSC_00843	CP000253.1	814138	814833	+	696	10900
gene-SAOUHSC_00844	CP000253.1	814851	815672	+	822	16747
gene-SAOUHSC_00845	CP000253.1	816026	816220	+	195	123549
gene-SAOUHSC_00846	CP000253.1	816453	817304	-	852	469
gene-SAOUHSC_00847	CP000253.1	817632	818393	+	762	26856
gene-SAOUHSC_00848	CP000253.1	818491	819798	+	1308	44445
gene-SAOUHSC_00849	CP000253.1	819904	821154	+	1251	45671
gene-SAOUHSC_00850	CP000253.1	821144	821608	+	465	18509
gene-SAOUHSC_00851	CP000253.1	821759	823156	+	1398	50105
gene-SAOUHSC_00852	CP000253.1	823343	823480	+	138	14
gene-SAOUHSC_00853	CP000253.1	823486	823800	-	315	296
gene-SAOUHSC_00854	CP000253.1	824165	825205	+	1041	6060
gene-SAOUHSC_00855	CP000253.1	825219	826286	+	1068	3043
gene-SAOUHSC_00857	CP000253.1	826353	826451	+	99	47
gene-SAOUHSC_00858	CP000253.1	826499	827347	+	849	1451
gene-SAOUHSC_00859	CP000253.1	827360	828187	+	828	958
gene-SAOUHSC_00860	CP000253.1	828214	829533	+	1320	2664
gene-SAOUHSC_00861	CP000253.1	829617	830534	+	918	17733
gene-SAOUHSC_00862	CP000253.1	830664	831047	+	384	1360
gene-SAOUHSC_00863	CP000253.1	831126	831392	-	267	882
gene-SAOUHSC_00864	CP000253.1	831490	831924	+	435	903
gene-SAOUHSC_00865	CP000253.1	831924	832703	+	780	1988
gene-SAOUHSC_00866	CP000253.1	832811	833695	+	885	2913
gene-SAOUHSC_00867	CP000253.1	833949	834059	+	111	2
gene-SAOUHSC_00868	CP000253.1	834056	834259	+	204	2258
gene-SAOUHSC_00869	CP000253.1	834275	835732	+	1458	35810
gene-SAOUHSC_00870	CP000253.1	835729	836943	+	1215	14860
gene-SAOUHSC_00871	CP000253.1	836961	837197	+	237	3093
gene-SAOUHSC_00872	CP000253.1	837194	838369	+	1176	18457
gene-SAOUHSC_00873	CP000253.1	838632	838874	-	243	6269
gene-SAOUHSC_00874	CP000253.1	838975	839298	+	324	448
gene-SAOUHSC_00875	CP000253.1	839357	840421	-	1065	8875
gene-SAOUHSC_00876	CP000253.1	840738	840974	+	237	1908
gene-SAOUHSC_00877	CP000253.1	840987	841346	+	360	3007
gene-SAOUHSC_00878	CP000253.1	841800	843008	+	1209	25466
gene-SAOUHSC_00879	CP000253.1	843139	844614	+	1476	2514
gene-SAOUHSC_00880	CP000253.1	845025	846341	+	1317	9878
gene-SAOUHSC_00881	CP000253.1	846360	846734	+	375	4581
gene-SAOUHSC_00882	CP000253.1	846790	847944	-	1155	261
gene-SAOUHSC_00883	CP000253.1	848193	848549	-	357	3722
gene-SAOUHSC_00884	CP000253.1	848527	848820	-	294	1438
gene-SAOUHSC_00885	CP000253.1	848820	849299	-	480	5458
gene-SAOUHSC_00886	CP000253.1	849301	850797	-	1497	13629
gene-SAOUHSC_00887	CP000253.1	850790	851119	-	330	3434
gene-SAOUHSC_00888	CP000253.1	851131	851559	-	429	3769
gene-SAOUHSC_00889	CP000253.1	851552	853957	-	2406	21621
gene-SAOUHSC_00890	CP000253.1	854088	854471	-	384	419
gene-SAOUHSC_00891	CP000253.1	854535	855128	+	594	5104
gene-SAOUHSC_00892	CP000253.1	855577	855921	+	345	7004
gene-SAOUHSC_00893	CP000253.1	856283	857410	+	1128	3196
gene-SAOUHSC_00894	CP000253.1	857718	858908	+	1191	15393
gene-SAOUHSC_00895	CP000253.1	859017	860261	+	1245	24278
gene-SAOUHSC_00896	CP000253.1	860487	860678	+	192	862
gene-SAOUHSC_00897	CP000253.1	860764	861693	-	930	633
gene-SAOUHSC_00898	CP000253.1	861935	863314	-	1380	1144
gene-SAOUHSC_00899	CP000253.1	863304	864509	-	1206	944
gene-SAOUHSC_00900	CP000253.1	864860	866191	+	1332	21625
gene-SAOUHSC_00901	CP000253.1	866516	867091	+	576	4050
gene-SAOUHSC_00902	CP000253.1	867096	867620	+	525	3726
gene-SAOUHSC_00903	CP000253.1	867744	868211	+	468	2768
gene-SAOUHSC_00904	CP000253.1	868371	871847	+	3477	5881
gene-SAOUHSC_00905	CP000253.1	871848	875501	+	3654	10773
gene-SAOUHSC_00906	CP000253.1	875667	876569	+	903	20138
gene-SAOUHSC_00907	CP000253.1	876898	877287	+	390	1397
gene-SAOUHSC_00908	CP000253.1	877458	878774	-	1317	11776
gene-SAOUHSC_00909	CP000253.1	878826	879650	-	825	3685
gene-SAOUHSC_00910	CP000253.1	879806	880072	+	267	5839
gene-SAOUHSC_00911	CP000253.1	880619	882433	+	1815	533
gene-SAOUHSC_00912	CP000253.1	882636	885245	+	2610	59408
gene-SAOUHSC_00913	CP000253.1	885304	886173	-	870	51
gene-SAOUHSC_00914	CP000253.1	886283	887428	+	1146	48
gene-SAOUHSC_00915	CP000253.1	887412	888053	+	642	73
gene-SAOUHSC_00916	CP000253.1	888046	889164	+	1119	93
gene-SAOUHSC_00917	CP000253.1	889148	889663	+	516	140
gene-SAOUHSC_00918	CP000253.1	889974	890408	+	435	677
gene-SAOUHSC_00919	CP000253.1	890665	890850	-	186	3819
gene-SAOUHSC_00920	CP000253.1	891145	892086	+	942	4071
gene-SAOUHSC_00921	CP000253.1	892098	893342	+	1245	17830
gene-SAOUHSC_00922	CP000253.1	893397	893768	-	372	232
gene-SAOUHSC_00923	CP000253.1	894011	894937	+	927	5195
gene-SAOUHSC_00924	CP000253.1	894937	896007	+	1071	4849
gene-SAOUHSC_00925	CP000253.1	896024	897106	+	1083	7960
gene-SAOUHSC_00926	CP000253.1	897096	898037	+	942	8332
gene-SAOUHSC_00927	CP000253.1	898056	899711	+	1656	22767
gene-SAOUHSC_00928	CP000253.1	899923	901638	+	1716	452
gene-SAOUHSC_00929	CP000253.1	901689	902675	+	987	157
gene-SAOUHSC_00930	CP000253.1	902678	903658	+	981	138
gene-SAOUHSC_00931	CP000253.1	903651	904613	+	963	152
gene-SAOUHSC_00932	CP000253.1	904625	905506	+	882	360
gene-SAOUHSC_00933	CP000253.1	905548	906537	-	990	5121
gene-SAOUHSC_00934	CP000253.1	906832	907227	+	396	204642
gene-SAOUHSC_00935	CP000253.1	907598	908317	+	720	31723
gene-SAOUHSC_00936	CP000253.1	908438	909424	+	987	52
gene-SAOUHSC_00937	CP000253.1	909472	911280	+	1809	5930
gene-SAOUHSC_00938	CP000253.1	911740	912546	-	807	3542
gene-SAOUHSC_00939	CP000253.1	912569	912886	-	318	2173
gene-SAOUHSC_00940	CP000253.1	913038	913631	-	594	1249
gene-SAOUHSC_00941	CP000253.1	913817	914164	+	348	2085
gene-SAOUHSC_00942	CP000253.1	914181	914816	+	636	4822
gene-SAOUHSC_00943	CP000253.1	914833	915642	+	810	7077
gene-SAOUHSC_00944	CP000253.1	915639	916493	+	855	2337
gene-SAOUHSC_00945	CP000253.1	916514	917899	+	1386	3867
gene-SAOUHSC_00946	CP000253.1	917909	919753	+	1845	7483
gene-SAOUHSC_00947	CP000253.1	920031	920801	+	771	13936
gene-SAOUHSC_00948	CP000253.1	920996	922081	-	1086	12068
gene-SAOUHSC_00949	CP000253.1	922423	923991	+	1569	17299
gene-SAOUHSC_00950	CP000253.1	924133	924891	+	759	2336
gene-SAOUHSC_00951	CP000253.1	925085	925594	+	510	14031
gene-SAOUHSC_00952	CP000253.1	925707	926915	-	1209	3365
gene-SAOUHSC_00953	CP000253.1	926875	928050	-	1176	5814
gene-SAOUHSC_00954	CP000253.1	928483	929964	+	1482	4826
gene-SAOUHSC_00955	CP000253.1	929948	930208	+	261	750
gene-SAOUHSC_00956	CP000253.1	930208	931770	+	1563	7661
gene-SAOUHSC_00957	CP000253.1	932072	932875	+	804	8393
gene-SAOUHSC_00958	CP000253.1	933094	935418	+	2325	2146
gene-SAOUHSC_00959	CP000253.1	935435	936793	+	1359	4595
gene-SAOUHSC_00960	CP000253.1	936932	938443	+	1512	4311
gene-SAOUHSC_T00049	CP000253.1	938623	938711	-	89	184
gene-SAOUHSC_T0008	CP000253.1	938714	938788	-	75	96
gene-SAOUHSC_00961	CP000253.1	938930	939460	-	531	531
gene-SAOUHSC_00962	CP000253.1	939709	939927	+	219	40507
gene-SAOUHSC_00963	CP000253.1	940008	940994	-	987	1875
gene-SAOUHSC_00964	CP000253.1	941193	941369	+	177	2169
gene-SAOUHSC_00965	CP000253.1	941384	941986	+	603	7767
gene-SAOUHSC_00966	CP000253.1	942257	942364	+	108	1996
gene-SAOUHSC_00967	CP000253.1	942903	943004	+	102	2
gene-SAOUHSC_00968	CP000253.1	943330	945294	+	1965	889
gene-SAOUHSC_00969	CP000253.1	945297	945617	+	321	218
gene-SAOUHSC_00970	CP000253.1	945614	946255	+	642	380
gene-SAOUHSC_00971	CP000253.1	946343	946633	-	291	1018
gene-SAOUHSC_00972	CP000253.1	946912	947199	+	288	383
gene-SAOUHSC_00973	CP000253.1	947205	947912	+	708	980
gene-SAOUHSC_00974	CP000253.1	947905	948687	+	783	1503
gene-SAOUHSC_00975	CP000253.1	948776	949132	-	357	4108
gene-SAOUHSC_00976	CP000253.1	949716	950579	+	864	290
gene-SAOUHSC_00977	CP000253.1	950625	950756	-	132	2344
gene-SAOUHSC_00978	CP000253.1	950820	951110	-	291	155
gene-SAOUHSC_00979	CP000253.1	951200	951751	+	552	630
gene-SAOUHSC_00980	CP000253.1	951802	952740	-	939	3976
gene-SAOUHSC_00981	CP000253.1	952891	952995	+	105	149
gene-SAOUHSC_00982	CP000253.1	953072	954283	+	1212	1331
gene-SAOUHSC_00983	CP000253.1	954270	955943	+	1674	6672
gene-SAOUHSC_00984	CP000253.1	955930	956733	+	804	3685
gene-SAOUHSC_00985	CP000253.1	956726	957547	+	822	11669
gene-SAOUHSC_00986	CP000253.1	957786	958115	-	330	315
gene-SAOUHSC_00987	CP000253.1	958153	959334	-	1182	947
gene-SAOUHSC_00988	CP000253.1	959416	960426	-	1011	434
gene-SAOUHSC_00989	CP000253.1	960954	962108	-	1155	8548
gene-SAOUHSC_00991	CP000253.1	962304	963314	-	1011	1341
gene-SAOUHSC_00992	CP000253.1	963467	963886	+	420	292
gene-SAOUHSC_00993	CP000253.1	963913	964023	+	111	64
gene-SAOUHSC_00994	CP000253.1	964093	967863	-	3771	61917
gene-SAOUHSC_00995	CP000253.1	968091	968525	-	435	637
gene-SAOUHSC_00996	CP000253.1	968680	969150	-	471	7537
gene-SAOUHSC_00997	CP000253.1	969198	970415	-	1218	16162
gene-SAOUHSC_00998	CP000253.1	970866	972059	+	1194	1952
gene-SAOUHSC_00999	CP000253.1	972596	972874	-	279	19427
gene-SAOUHSC_01000	CP000253.1	972883	973488	-	606	39738
gene-SAOUHSC_01001	CP000253.1	973478	975466	-	1989	131846
gene-SAOUHSC_01002	CP000253.1	975466	976566	-	1101	71496
gene-SAOUHSC_01003	CP000253.1	976868	976990	+	123	28
gene-SAOUHSC_01005	CP000253.1	977138	977455	-	318	9885
gene-SAOUHSC_01007	CP000253.1	978261	979121	-	861	12064
gene-SAOUHSC_01008	CP000253.1	979385	979804	+	420	7003
gene-SAOUHSC_01009	CP000253.1	979791	980915	+	1125	14320
gene-SAOUHSC_01010	CP000253.1	980919	981623	+	705	4054
gene-SAOUHSC_01011	CP000253.1	981623	981886	+	264	2927
gene-SAOUHSC_01012	CP000253.1	981888	982559	+	672	7500
gene-SAOUHSC_01013	CP000253.1	982552	984741	+	2190	41406
gene-SAOUHSC_01014	CP000253.1	984720	986204	+	1485	40739
gene-SAOUHSC_01015	CP000253.1	986197	987225	+	1029	32572
gene-SAOUHSC_01016	CP000253.1	987228	987794	+	567	19068
gene-SAOUHSC_01017	CP000253.1	987809	989287	+	1479	51266
gene-SAOUHSC_01018	CP000253.1	989309	990556	+	1248	62886
gene-SAOUHSC_01019	CP000253.1	990821	991627	-	807	959
gene-SAOUHSC_01021	CP000253.1	991620	993020	-	1401	3906
gene-SAOUHSC_01022	CP000253.1	993035	993610	-	576	2271
gene-SAOUHSC_01023	CP000253.1	993974	994093	+	120	29
gene-SAOUHSC_01024	CP000253.1	994194	994328	-	135	5408
gene-SAOUHSC_01025	CP000253.1	994480	995775	+	1296	25866
gene-SAOUHSC_01026	CP000253.1	996200	997372	+	1173	2514
gene-SAOUHSC_01027	CP000253.1	997426	997968	+	543	20121
gene-SAOUHSC_01028	CP000253.1	998122	998388	+	267	24151
gene-SAOUHSC_01029	CP000253.1	998391	1000109	+	1719	149711
gene-SAOUHSC_01030	CP000253.1	1000346	1000579	-	234	456
gene-SAOUHSC_01031	CP000253.1	1000777	1002138	+	1362	5213
gene-SAOUHSC_01032	CP000253.1	1002135	1003154	+	1020	4340
gene-SAOUHSC_01034	CP000253.1	1003287	1003949	+	663	6133
gene-SAOUHSC_A00992	CP000253.1	1003967	1004122	+	156	1187
gene-SAOUHSC_01035	CP000253.1	1004298	1005995	-	1698	34129
gene-SAOUHSC_01036	CP000253.1	1005995	1006213	-	219	2983
gene-SAOUHSC_01037	CP000253.1	1006242	1006364	-	123	354
gene-SAOUHSC_01038	CP000253.1	1006694	1007245	-	552	2086
gene-SAOUHSC_01039	CP000253.1	1007610	1008236	+	627	5665
gene-SAOUHSC_01040	CP000253.1	1008407	1009519	+	1113	33187
gene-SAOUHSC_01041	CP000253.1	1009523	1010500	+	978	26499
gene-SAOUHSC_01042	CP000253.1	1010591	1011883	+	1293	55960
gene-SAOUHSC_01043	CP000253.1	1011887	1013293	+	1407	81166
gene-SAOUHSC_01044	CP000253.1	1013461	1013736	+	276	1007
gene-SAOUHSC_01045	CP000253.1	1013880	1014419	+	540	1284
gene-SAOUHSC_01046	CP000253.1	1014432	1015526	+	1095	1720
gene-SAOUHSC_01047	CP000253.1	1015519	1016316	+	798	618
gene-SAOUHSC_01048	CP000253.1	1016322	1017131	+	810	1251
gene-SAOUHSC_01049	CP000253.1	1017131	1018204	+	1074	4976
gene-SAOUHSC_01050	CP000253.1	1018278	1019297	+	1020	32449
gene-SAOUHSC_01051	CP000253.1	1019580	1019999	+	420	3656
gene-SAOUHSC_01053	CP000253.1	1020081	1021433	-	1353	500
gene-SAOUHSC_01054	CP000253.1	1021617	1022231	-	615	1749
gene-SAOUHSC_01055	CP000253.1	1022388	1023215	+	828	8957
gene-SAOUHSC_01057	CP000253.1	1023313	1023600	+	288	149
gene-SAOUHSC_01058	CP000253.1	1023662	1025509	+	1848	14375
gene-SAOUHSC_01060	CP000253.1	1025649	1025816	-	168	1088
gene-SAOUHSC_01061	CP000253.1	1025818	1026300	-	483	2481
gene-SAOUHSC_01062	CP000253.1	1026441	1026716	+	276	6706
gene-SAOUHSC_01063	CP000253.1	1027030	1028256	+	1227	6217
gene-SAOUHSC_01064	CP000253.1	1028810	1032262	+	3453	53989
gene-SAOUHSC_01065	CP000253.1	1032402	1033472	-	1071	7427
gene-SAOUHSC_01066	CP000253.1	1033753	1034664	+	912	9674
gene-SAOUHSC_01067	CP000253.1	1034689	1035150	+	462	6561
gene-SAOUHSC_01068	CP000253.1	1035362	1035565	+	204	232
gene-SAOUHSC_01069	CP000253.1	1035693	1036514	+	822	5126
gene-SAOUHSC_01070	CP000253.1	1036530	1036964	+	435	2330
gene-SAOUHSC_01071	CP000253.1	1037027	1037953	-	927	2317
gene-SAOUHSC_01072	CP000253.1	1038192	1038446	+	255	992
gene-SAOUHSC_01073	CP000253.1	1038449	1038838	-	390	402
gene-SAOUHSC_01074	CP000253.1	1038980	1039450	+	471	1048
gene-SAOUHSC_01075	CP000253.1	1039452	1039934	+	483	1843
gene-SAOUHSC_01076	CP000253.1	1039996	1041135	-	1140	456
gene-SAOUHSC_01077	CP000253.1	1041262	1041819	+	558	25318
gene-SAOUHSC_A01041	CP000253.1	1041731	1041955	-	225	12
gene-SAOUHSC_01078	CP000253.1	1041899	1042030	+	132	10198
gene-SAOUHSC_01079	CP000253.1	1042227	1044164	-	1938	357
gene-SAOUHSC_01081	CP000253.1	1044368	1045420	-	1053	1570
gene-SAOUHSC_01082	CP000253.1	1045629	1046312	+	684	327
gene-SAOUHSC_01084	CP000253.1	1046312	1047388	+	1077	344
gene-SAOUHSC_01085	CP000253.1	1047415	1048263	+	849	153
gene-SAOUHSC_01086	CP000253.1	1048276	1049052	+	777	68
gene-SAOUHSC_01087	CP000253.1	1048947	1049240	+	294	32
gene-SAOUHSC_01088	CP000253.1	1049302	1050036	+	735	76
gene-SAOUHSC_01089	CP000253.1	1050055	1050378	+	324	44
gene-SAOUHSC_01090	CP000253.1	1050415	1050522	+	108	1
gene-SAOUHSC_01091	CP000253.1	1050762	1051502	+	741	4539
gene-SAOUHSC_01092	CP000253.1	1051883	1052941	+	1059	1413
gene-SAOUHSC_01093	CP000253.1	1052941	1055343	+	2403	7960
gene-SAOUHSC_01095	CP000253.1	1055514	1056452	-	939	969
gene-SAOUHSC_01096	CP000253.1	1056822	1057082	+	261	1688
gene-SAOUHSC_01097	CP000253.1	1057090	1057611	+	522	2138
gene-SAOUHSC_01098	CP000253.1	1057684	1059396	+	1713	4247
gene-SAOUHSC_01099	CP000253.1	1059406	1061754	+	2349	8995
gene-SAOUHSC_01100	CP000253.1	1061927	1062241	+	315	16145
gene-SAOUHSC_01101	CP000253.1	1062304	1062399	-	96	12
gene-SAOUHSC_01102	CP000253.1	1062634	1064346	+	1713	6540
gene-SAOUHSC_01103	CP000253.1	1064670	1065284	+	615	12810
gene-SAOUHSC_01104	CP000253.1	1065336	1067102	+	1767	50120
gene-SAOUHSC_01105	CP000253.1	1067102	1067917	+	816	30425
gene-SAOUHSC_01106	CP000253.1	1068153	1068953	+	801	6440
gene-SAOUHSC_01107	CP000253.1	1068965	1069552	+	588	4335
gene-SAOUHSC_01108	CP000253.1	1069545	1070048	+	504	4665
gene-SAOUHSC_01109	CP000253.1	1070176	1070343	+	168	4
gene-SAOUHSC_01110	CP000253.1	1070537	1070866	+	330	21453
gene-SAOUHSC_01111	CP000253.1	1071183	1071275	-	93	2
gene-SAOUHSC_01112	CP000253.1	1071235	1071636	-	402	596
gene-SAOUHSC_01113	CP000253.1	1072308	1072814	+	507	530
gene-SAOUHSC_01114	CP000253.1	1073073	1073570	+	498	9198
gene-SAOUHSC_01115	CP000253.1	1073724	1074074	+	351	5918
gene-SAOUHSC_01118	CP000253.1	1074500	1074745	+	246	120
gene-SAOUHSC_A01079	CP000253.1	1074797	1074952	+	156	24
gene-SAOUHSC_01119	CP000253.1	1074896	1075081	-	186	1081
gene-SAOUHSC_A01081	CP000253.1	1075291	1075509	-	219	286
gene-SAOUHSC_01120	CP000253.1	1075703	1075936	-	234	1818
gene-SAOUHSC_01121	CP000253.1	1076413	1077372	-	960	33277
gene-SAOUHSC_01122	CP000253.1	1078045	1078191	+	147	1
gene-SAOUHSC_01123	CP000253.1	1078148	1078372	+	225	640
gene-SAOUHSC_01124	CP000253.1	1078816	1079532	-	717	240
gene-SAOUHSC_01125	CP000253.1	1079640	1080365	-	726	168
gene-SAOUHSC_01127	CP000253.1	1080460	1081185	-	726	247
gene-SAOUHSC_01128	CP000253.1	1081623	1082624	+	1002	338
gene-SAOUHSC_01129	CP000253.1	1082647	1083579	+	933	531
gene-SAOUHSC_01130	CP000253.1	1083817	1085307	+	1491	2570
gene-SAOUHSC_01131	CP000253.1	1085615	1085842	+	228	1336
gene-SAOUHSC_01133	CP000253.1	1086147	1087094	-	948	457
gene-SAOUHSC_01134	CP000253.1	1087343	1087531	+	189	203
gene-SAOUHSC_T0006	CP000253.1	1088006	1088079	-	74	485
gene-SAOUHSC_01135	CP000253.1	1088443	1088577	+	135	1297
gene-SAOUHSC_01136	CP000253.1	1088634	1088768	+	135	2286
gene-SAOUHSC_01137	CP000253.1	1088892	1089587	+	696	1006
gene-SAOUHSC_01138	CP000253.1	1089696	1090136	-	441	4256
gene-SAOUHSC_01139	CP000253.1	1090331	1090558	+	228	1601
gene-SAOUHSC_01140	CP000253.1	1090500	1090661	-	162	23
gene-SAOUHSC_01141	CP000253.1	1090750	1091952	+	1203	7092
gene-SAOUHSC_01142	CP000253.1	1092096	1092527	+	432	34617
gene-SAOUHSC_01143	CP000253.1	1092564	1093478	+	915	41627
gene-SAOUHSC_01144	CP000253.1	1093492	1093893	+	402	7487
gene-SAOUHSC_01145	CP000253.1	1093874	1096108	+	2235	19423
gene-SAOUHSC_01146	CP000253.1	1096400	1097365	+	966	2307
gene-SAOUHSC_01147	CP000253.1	1097367	1098716	+	1350	5966
gene-SAOUHSC_01148	CP000253.1	1098732	1100051	+	1320	10335
gene-SAOUHSC_01149	CP000253.1	1100157	1101569	+	1413	53477
gene-SAOUHSC_01150	CP000253.1	1101602	1102774	+	1173	89745
gene-SAOUHSC_01152	CP000253.1	1103160	1103825	+	666	2901
gene-SAOUHSC_01153	CP000253.1	1103849	1104517	+	669	17896
gene-SAOUHSC_01154	CP000253.1	1104514	1105077	+	564	21704
gene-SAOUHSC_01155	CP000253.1	1105089	1105379	+	291	6481
gene-SAOUHSC_01156	CP000253.1	1105462	1106268	+	807	5574
gene-SAOUHSC_01158	CP000253.1	1106292	1106909	+	618	20633
gene-SAOUHSC_01159	CP000253.1	1107130	1109883	+	2754	7769
gene-SAOUHSC_01160	CP000253.1	1110173	1110970	+	798	1914
gene-SAOUHSC_01161	CP000253.1	1111031	1111240	-	210	3
gene-SAOUHSC_01162	CP000253.1	1111794	1112285	+	492	1313
gene-SAOUHSC_01163	CP000253.1	1112285	1113202	+	918	6168
gene-SAOUHSC_01164	CP000253.1	1113602	1114129	+	528	1706
gene-SAOUHSC_01165	CP000253.1	1114347	1115654	+	1308	7239
gene-SAOUHSC_01166	CP000253.1	1115682	1116563	+	882	12125
gene-SAOUHSC_01168	CP000253.1	1116581	1117855	+	1275	17882
gene-SAOUHSC_01169	CP000253.1	1117857	1118957	+	1101	13739
gene-SAOUHSC_01170	CP000253.1	1118950	1122123	+	3174	35595
gene-SAOUHSC_01171	CP000253.1	1122233	1122925	+	693	5145
gene-SAOUHSC_01172	CP000253.1	1122925	1123536	+	612	4182
gene-SAOUHSC_01173	CP000253.1	1123566	1123778	+	213	2541
gene-SAOUHSC_01174	CP000253.1	1124215	1124616	+	402	2681
gene-SAOUHSC_01175	CP000253.1	1124879	1126576	-	1698	7113
gene-SAOUHSC_01176	CP000253.1	1126851	1127474	+	624	19654
gene-SAOUHSC_01177	CP000253.1	1127474	1127692	+	219	5731
gene-SAOUHSC_01178	CP000253.1	1127908	1129107	+	1200	2973
gene-SAOUHSC_01179	CP000253.1	1129107	1131515	+	2409	6135
gene-SAOUHSC_01180	CP000253.1	1132021	1132974	+	954	457
gene-SAOUHSC_01181	CP000253.1	1133137	1133415	-	279	13146
gene-SAOUHSC_01182	CP000253.1	1133639	1134127	+	489	1704
gene-SAOUHSC_01183	CP000253.1	1134120	1135055	+	936	4321
gene-SAOUHSC_01184	CP000253.1	1135052	1136359	+	1308	5744
gene-SAOUHSC_01185	CP000253.1	1136362	1137456	+	1095	6694
gene-SAOUHSC_01186	CP000253.1	1137463	1138206	+	744	3646
gene-SAOUHSC_01187	CP000253.1	1138203	1140197	+	1995	11521
gene-SAOUHSC_01188	CP000253.1	1140443	1141300	+	858	3105
gene-SAOUHSC_01189	CP000253.1	1141301	1141945	+	645	2499
gene-SAOUHSC_01190	CP000253.1	1141952	1142593	+	642	2809
gene-SAOUHSC_01191	CP000253.1	1142974	1143162	-	189	133740
gene-SAOUHSC_01192	CP000253.1	1143605	1143979	+	375	3296
gene-SAOUHSC_01193	CP000253.1	1143994	1145640	+	1647	13886
gene-SAOUHSC_01194	CP000253.1	1145830	1147890	+	2061	7356
gene-SAOUHSC_01196	CP000253.1	1148093	1148665	+	573	10220
gene-SAOUHSC_01197	CP000253.1	1148670	1149656	+	987	19115
gene-SAOUHSC_01198	CP000253.1	1149649	1150575	+	927	20941
gene-SAOUHSC_01199	CP000253.1	1150568	1151302	+	735	22303
gene-SAOUHSC_01200	CP000253.1	1151425	1151523	-	99	16
gene-SAOUHSC_01201	CP000253.1	1151545	1151778	+	234	29133
gene-SAOUHSC_01203	CP000253.1	1151894	1152625	+	732	1366
gene-SAOUHSC_01204	CP000253.1	1152772	1156338	+	3567	5600
gene-SAOUHSC_01205	CP000253.1	1156338	1157588	+	1251	2671
gene-SAOUHSC_01206	CP000253.1	1157575	1157907	+	333	942
gene-SAOUHSC_01207	CP000253.1	1157933	1159300	+	1368	12126
gene-SAOUHSC_01208	CP000253.1	1159735	1160010	+	276	4366
gene-SAOUHSC_01209	CP000253.1	1160198	1160701	+	504	609
gene-SAOUHSC_01210	CP000253.1	1160701	1161438	+	738	1294
gene-SAOUHSC_01211	CP000253.1	1161541	1161891	+	351	54286
gene-SAOUHSC_01212	CP000253.1	1162045	1162206	+	162	13
gene-SAOUHSC_01213	CP000253.1	1162135	1164741	-	2607	3231
gene-SAOUHSC_01214	CP000253.1	1165142	1166026	+	885	2149
gene-SAOUHSC_01215	CP000253.1	1166010	1166777	+	768	2372
gene-SAOUHSC_01216	CP000253.1	1166886	1168052	+	1167	29236
gene-SAOUHSC_01218	CP000253.1	1168074	1168982	+	909	29240
gene-SAOUHSC_01219	CP000253.1	1169209	1170327	+	1119	343
gene-SAOUHSC_01220	CP000253.1	1170355	1171599	+	1245	372
gene-SAOUHSC_01221	CP000253.1	1171904	1172644	+	741	122
gene-SAOUHSC_01222	CP000253.1	1172818	1174893	+	2076	21670
gene-SAOUHSC_01223	CP000253.1	1175049	1176356	+	1308	15381
gene-SAOUHSC_01224	CP000253.1	1176773	1177669	+	897	6927
gene-SAOUHSC_01225	CP000253.1	1177666	1178211	+	546	6531
gene-SAOUHSC_01226	CP000253.1	1178277	1179680	+	1404	18290
gene-SAOUHSC_01228	CP000253.1	1179705	1180478	+	774	13428
gene-SAOUHSC_01230	CP000253.1	1180529	1180621	+	93	59
gene-SAOUHSC_01232	CP000253.1	1180857	1181588	+	732	36477
gene-SAOUHSC_01233	CP000253.1	1181622	1181735	+	114	2285
gene-SAOUHSC_01234	CP000253.1	1181770	1182651	+	882	35303
gene-SAOUHSC_01235	CP000253.1	1182788	1183510	+	723	2294
gene-SAOUHSC_01236	CP000253.1	1183529	1184083	+	555	4086
gene-SAOUHSC_01237	CP000253.1	1184456	1185226	+	771	2471
gene-SAOUHSC_01238	CP000253.1	1185233	1186015	+	783	2077
gene-SAOUHSC_01239	CP000253.1	1186354	1187538	+	1185	6525
gene-SAOUHSC_01240	CP000253.1	1187558	1189261	+	1704	17691
gene-SAOUHSC_01241	CP000253.1	1189525	1193835	+	4311	18526
gene-SAOUHSC_01242	CP000253.1	1194125	1194592	+	468	2674
gene-SAOUHSC_01243	CP000253.1	1194613	1195788	+	1176	6874
gene-SAOUHSC_01244	CP000253.1	1195809	1196093	+	285	1595
gene-SAOUHSC_01245	CP000253.1	1196090	1196407	+	318	1794
gene-SAOUHSC_01246	CP000253.1	1196412	1198529	+	2118	29914
gene-SAOUHSC_01247	CP000253.1	1198915	1199265	+	351	5205
gene-SAOUHSC_01248	CP000253.1	1199434	1200351	+	918	2868
gene-SAOUHSC_01249	CP000253.1	1200366	1201337	+	972	6866
gene-SAOUHSC_01250	CP000253.1	1201452	1201721	+	270	39320
gene-SAOUHSC_01251	CP000253.1	1202091	1204187	+	2097	33609
